NET	The total number of nets: 3153
net953	The number of pins: 4
	0,13,54
	0,10,56
	0,11,56
	0,14,54
net954	The number of pins: 4
	0,12,53
	0,12,49
	0,11,54
	0,11,55
net955	The number of pins: 4
	0,13,40
	0,14,41
	0,20,40
	0,18,41
net956	The number of pins: 4
	0,29,42
	0,29,43
	0,29,42
	0,30,44
net957	The number of pins: 4
	0,35,19
	0,34,20
	0,34,24
	0,34,20
net958	The number of pins: 4
	0,27,40
	0,26,41
	0,25,41
	0,25,42
net959	The number of pins: 4
	0,25,31
	0,26,41
	0,24,41
	0,26,51
net960	The number of pins: 4
	0,23,52
	0,24,51
	0,25,50
	0,23,52
net961	The number of pins: 4
	0,22,52
	0,24,51
	0,24,51
	0,23,53
net962	The number of pins: 4
	0,22,53
	0,21,53
	0,23,54
	0,23,54
net963	The number of pins: 4
	0,22,54
	0,24,54
	0,25,55
	0,22,56
net964	The number of pins: 4
	0,29,50
	0,27,49
	0,27,49
	0,29,49
net965	The number of pins: 4
	0,26,47
	0,28,46
	0,28,49
	0,25,49
net966	The number of pins: 4
	0,32,45
	0,27,45
	0,27,43
	0,27,46
net967	The number of pins: 4
	0,37,40
	0,37,40
	0,40,41
	0,34,41
net968	The number of pins: 4
	0,39,40
	0,44,41
	0,38,41
	0,33,40
net969	The number of pins: 4
	0,45,41
	0,42,41
	0,42,41
	0,44,40
net970	The number of pins: 4
	0,47,55
	0,47,54
	0,45,54
	0,45,55
net971	The number of pins: 4
	0,46,45
	0,47,45
	0,46,46
	0,46,44
net972	The number of pins: 4
	0,45,45
	0,43,44
	0,45,45
	0,41,43
net973	The number of pins: 4
	0,27,39
	0,42,39
	0,44,45
	0,43,45
net974	The number of pins: 4
	0,43,42
	0,41,37
	0,42,41
	0,41,39
net975	The number of pins: 4
	0,14,42
	0,14,42
	0,14,50
	0,14,45
net976	The number of pins: 4
	0,30,21
	0,33,21
	0,28,21
	0,33,22
net977	The number of pins: 4
	0,31,22
	0,31,22
	0,33,24
	0,32,23
net978	The number of pins: 4
	0,31,24
	0,33,24
	0,32,25
	0,32,30
net979	The number of pins: 4
	0,30,24
	0,31,24
	0,31,25
	0,30,24
net980	The number of pins: 4
	0,29,23
	0,28,24
	0,28,24
	0,13,49
net981	The number of pins: 4
	0,30,23
	0,27,23
	0,28,23
	0,28,23
net982	The number of pins: 4
	0,26,22
	0,26,22
	0,16,28
	0,12,49
net983	The number of pins: 4
	0,38,12
	0,37,12
	0,36,12
	0,35,10
net984	The number of pins: 4
	0,37,17
	0,37,18
	0,38,17
	0,37,16
net985	The number of pins: 4
	0,34,21
	0,35,22
	0,42,21
	0,40,21
net986	The number of pins: 4
	0,37,22
	0,38,21
	0,38,21
	0,37,38
net987	The number of pins: 4
	0,36,22
	0,34,23
	0,35,22
	0,36,22
net988	The number of pins: 4
	0,28,29
	0,27,28
	0,29,29
	0,29,30
net989	The number of pins: 4
	0,11,33
	0,12,33
	0,12,33
	0,12,33
net990	The number of pins: 4
	0,21,31
	0,22,30
	0,21,30
	0,25,31
net991	The number of pins: 4
	0,12,29
	0,11,29
	0,11,30
	0,13,31
net992	The number of pins: 4
	0,11,30
	0,15,30
	0,11,31
	0,15,32
net993	The number of pins: 4
	0,9,26
	0,17,25
	0,21,26
	0,9,27
net994	The number of pins: 4
	0,15,25
	0,15,25
	0,16,24
	0,14,25
net995	The number of pins: 4
	0,32,41
	0,30,42
	0,30,42
	0,31,42
net996	The number of pins: 4
	0,32,42
	0,30,42
	0,31,43
	0,32,50
net997	The number of pins: 4
	0,31,49
	0,31,50
	0,28,49
	0,28,50
net998	The number of pins: 4
	0,29,51
	0,27,51
	0,27,50
	0,31,51
net999	The number of pins: 4
	0,30,51
	0,30,52
	0,29,54
	0,30,53
net1000	The number of pins: 4
	0,29,53
	0,30,54
	0,30,55
	0,30,55
net1001	The number of pins: 4
	0,29,55
	0,29,54
	0,30,55
	0,31,57
net1002	The number of pins: 4
	0,29,57
	0,31,57
	0,31,59
	0,29,59
net1003	The number of pins: 4
	0,33,48
	0,33,48
	0,33,48
	0,33,48
net1004	The number of pins: 4
	0,28,44
	0,27,47
	0,31,48
	0,32,47
net1005	The number of pins: 4
	0,26,42
	0,28,44
	0,22,45
	0,27,43
net1006	The number of pins: 4
	0,43,42
	0,43,41
	0,43,42
	0,44,42
net1007	The number of pins: 4
	0,22,13
	0,21,14
	0,22,16
	0,15,16
net1008	The number of pins: 4
	0,23,12
	0,21,12
	0,24,15
	0,21,13
net1009	The number of pins: 4
	0,22,12
	0,24,13
	0,21,12
	0,24,12
net1010	The number of pins: 4
	0,22,12
	0,26,13
	0,26,12
	0,23,13
net1011	The number of pins: 4
	0,22,13
	0,23,14
	0,25,14
	0,25,13
net1012	The number of pins: 4
	0,13,17
	0,13,16
	0,13,16
	0,13,18
net1013	The number of pins: 4
	0,27,8
	0,27,12
	0,27,8
	0,27,8
net1014	The number of pins: 4
	0,39,37
	0,37,36
	0,39,38
	0,40,37
net1015	The number of pins: 4
	0,39,36
	0,41,35
	0,39,37
	0,39,37
net1016	The number of pins: 4
	0,42,56
	0,30,56
	0,42,57
	0,42,57
net1017	The number of pins: 4
	0,45,47
	0,42,48
	0,45,47
	0,44,48
net1018	The number of pins: 4
	0,43,44
	0,41,44
	0,43,44
	0,43,47
net1019	The number of pins: 4
	0,37,38
	0,43,37
	0,43,44
	0,42,43
net1020	The number of pins: 4
	0,41,37
	0,42,38
	0,42,37
	0,41,37
net1021	The number of pins: 4
	0,22,42
	0,24,45
	0,23,44
	0,23,45
net1022	The number of pins: 4
	0,22,47
	0,23,46
	0,22,45
	0,24,51
net1023	The number of pins: 4
	0,23,50
	0,23,51
	0,23,50
	0,26,51
net1024	The number of pins: 4
	0,27,51
	0,24,51
	0,26,51
	0,27,53
net1025	The number of pins: 4
	0,26,52
	0,26,53
	0,26,54
	0,25,54
net1026	The number of pins: 4
	0,24,54
	0,24,55
	0,25,55
	0,25,56
net1027	The number of pins: 4
	0,29,45
	0,29,46
	0,26,45
	0,28,45
net1028	The number of pins: 4
	0,28,42
	0,27,44
	0,28,45
	0,28,45
net1029	The number of pins: 4
	0,39,44
	0,39,43
	0,35,42
	0,42,45
net1030	The number of pins: 4
	0,31,29
	0,30,30
	0,31,30
	0,29,32
net1031	The number of pins: 4
	0,29,32
	0,29,32
	0,28,33
	0,28,33
net1032	The number of pins: 3
	0,11,41
	0,25,42
	0,7,43
net1033	The number of pins: 4
	0,18,35
	0,9,41
	0,17,40
	0,10,42
net1034	The number of pins: 4
	0,8,42
	0,14,41
	0,14,45
	0,13,50
net1035	The number of pins: 4
	0,11,49
	0,14,51
	0,14,47
	0,12,52
net1036	The number of pins: 4
	0,10,52
	0,14,53
	0,13,54
	0,14,55
net1037	The number of pins: 4
	0,19,54
	0,12,55
	0,17,55
	0,29,52
net1038	The number of pins: 4
	0,19,41
	0,14,42
	0,18,44
	0,17,42
net1039	The number of pins: 3
	0,22,45
	0,24,45
	0,22,46
net1040	The number of pins: 4
	0,21,45
	0,21,46
	0,21,47
	0,21,52
net1041	The number of pins: 4
	0,20,52
	0,23,53
	0,23,54
	0,21,54
net1042	The number of pins: 4
	0,20,54
	0,21,53
	0,22,54
	0,21,54
net1043	The number of pins: 4
	0,22,53
	0,20,54
	0,20,55
	0,22,55
net1044	The number of pins: 4
	0,21,55
	0,24,55
	0,23,55
	0,24,56
net1045	The number of pins: 4
	0,23,56
	0,22,57
	0,22,57
	0,22,57
net1046	The number of pins: 4
	0,33,48
	0,29,47
	0,32,47
	0,31,48
net1047	The number of pins: 4
	0,27,47
	0,25,47
	0,28,46
	0,27,47
net1048	The number of pins: 4
	0,24,42
	0,25,47
	0,23,47
	0,24,47
net1049	The number of pins: 4
	0,41,41
	0,39,42
	0,39,42
	0,39,42
net1050	The number of pins: 4
	0,4,42
	0,4,42
	0,1,42
	0,1,43
net1051	The number of pins: 4
	0,28,32
	0,28,32
	0,28,32
	0,29,31
net1052	The number of pins: 4
	0,23,23
	0,22,27
	0,23,28
	0,22,28
net1053	The number of pins: 4
	0,52,28
	0,52,29
	0,52,30
	0,50,28
net1054	The number of pins: 4
	0,47,18
	0,47,21
	0,49,18
	0,52,19
net1055	The number of pins: 4
	0,27,25
	0,27,28
	0,26,28
	0,30,28
net1056	The number of pins: 4
	0,41,42
	0,41,42
	0,41,42
	0,42,42
net1057	The number of pins: 4
	0,7,33
	0,7,34
	0,7,34
	0,11,33
net1058	The number of pins: 4
	0,28,28
	0,28,29
	0,34,28
	0,30,27
net1059	The number of pins: 4
	0,33,25
	0,33,28
	0,34,27
	0,33,29
net1060	The number of pins: 4
	0,32,28
	0,33,28
	0,34,29
	0,32,30
net1061	The number of pins: 4
	0,14,48
	0,16,48
	0,30,48
	0,30,48
net1062	The number of pins: 4
	0,47,50
	0,48,50
	0,47,50
	0,47,49
net1063	The number of pins: 4
	0,47,33
	0,46,32
	0,46,33
	0,46,35
net1064	The number of pins: 4
	0,36,29
	0,46,32
	0,45,32
	0,35,37
net1065	The number of pins: 4
	0,33,29
	0,32,28
	0,35,28
	0,35,28
net1066	The number of pins: 4
	0,31,30
	0,30,28
	0,31,28
	0,29,30
net1067	The number of pins: 4
	0,17,33
	0,17,34
	0,18,33
	0,17,35
net1068	The number of pins: 4
	0,32,15
	0,31,17
	0,31,16
	0,32,17
net1069	The number of pins: 4
	0,35,15
	0,36,14
	0,31,17
	0,35,17
net1070	The number of pins: 4
	0,38,14
	0,38,15
	0,37,15
	0,38,15
net1071	The number of pins: 4
	0,59,34
	0,59,35
	0,59,36
	0,59,36
net1072	The number of pins: 4
	0,45,42
	0,47,44
	0,46,44
	0,44,43
net1073	The number of pins: 4
	0,13,54
	0,14,53
	0,13,54
	0,13,53
net1074	The number of pins: 4
	0,25,36
	0,24,36
	0,24,36
	0,25,36
net1075	The number of pins: 4
	0,16,24
	0,15,26
	0,15,26
	0,15,25
net1076	The number of pins: 4
	0,13,35
	0,15,36
	0,17,34
	0,13,36
net1077	The number of pins: 4
	0,15,32
	0,17,32
	0,18,31
	0,16,32
net1078	The number of pins: 4
	0,34,20
	0,36,19
	0,35,20
	0,33,20
net1079	The number of pins: 4
	0,33,26
	0,33,25
	0,32,26
	0,33,25
net1080	The number of pins: 4
	0,36,27
	0,36,27
	0,35,27
	0,35,30
net1081	The number of pins: 4
	0,53,28
	0,51,29
	0,50,29
	0,50,28
net1082	The number of pins: 4
	0,18,41
	0,17,41
	0,16,41
	0,15,42
net1083	The number of pins: 4
	0,48,42
	0,49,42
	0,49,41
	0,49,43
net1084	The number of pins: 4
	0,27,35
	0,27,35
	0,26,36
	0,26,37
net1085	The number of pins: 4
	0,49,25
	0,49,26
	0,49,25
	0,49,26
net1086	The number of pins: 4
	0,28,25
	0,29,26
	0,29,24
	0,29,26
net1087	The number of pins: 4
	0,3,38
	0,4,39
	0,4,39
	0,4,40
net1088	The number of pins: 4
	0,13,32
	0,13,32
	0,16,33
	0,15,32
net1089	The number of pins: 4
	0,49,37
	0,49,36
	0,49,41
	0,48,43
net1090	The number of pins: 4
	0,15,31
	0,20,34
	0,16,31
	0,21,34
net1091	The number of pins: 4
	0,29,21
	0,19,20
	0,18,21
	0,19,21
net1092	The number of pins: 4
	0,22,33
	0,23,33
	0,23,33
	0,21,33
net1093	The number of pins: 4
	0,20,21
	0,16,23
	0,16,23
	0,16,23
net1094	The number of pins: 4
	0,22,11
	0,22,11
	0,21,10
	0,22,10
net1095	The number of pins: 4
	0,23,31
	0,23,31
	0,24,35
	0,23,36
net1096	The number of pins: 4
	0,21,39
	0,7,39
	0,9,39
	0,15,39
net1097	The number of pins: 4
	0,51,25
	0,50,24
	0,50,24
	0,50,24
net1098	The number of pins: 4
	0,26,14
	0,26,18
	0,25,18
	0,25,18
net1099	The number of pins: 4
	0,48,18
	0,47,18
	0,51,18
	0,47,18
net1100	The number of pins: 4
	0,33,15
	0,33,16
	0,33,15
	0,31,16
net1101	The number of pins: 4
	0,23,32
	0,22,32
	0,24,32
	0,24,32
net1102	The number of pins: 4
	0,20,51
	0,20,51
	0,19,52
	0,19,53
net1103	The number of pins: 4
	0,50,34
	0,50,33
	0,51,35
	0,50,35
net1104	The number of pins: 4
	0,6,53
	0,6,53
	0,6,53
	0,6,53
net1105	The number of pins: 4
	0,33,27
	0,32,27
	0,33,26
	0,34,26
net1106	The number of pins: 4
	0,28,33
	0,28,33
	0,27,35
	0,28,35
net1107	The number of pins: 4
	0,49,33
	0,49,34
	0,48,35
	0,49,35
net1108	The number of pins: 4
	0,58,37
	0,58,38
	0,58,37
	0,60,38
net1109	The number of pins: 4
	0,22,32
	0,22,31
	0,21,32
	0,21,32
net1110	The number of pins: 4
	0,51,32
	0,50,32
	0,51,32
	0,50,33
net1111	The number of pins: 4
	0,50,34
	0,51,33
	0,51,33
	0,51,33
net1112	The number of pins: 3
	0,23,21
	0,21,23
	0,31,22
net1113	The number of pins: 4
	0,13,26
	0,13,26
	0,13,25
	0,14,25
net1114	The number of pins: 4
	0,17,16
	0,17,16
	0,20,16
	0,19,16
net1115	The number of pins: 4
	0,41,45
	0,40,45
	0,42,46
	0,37,45
net1116	The number of pins: 4
	0,16,30
	0,17,30
	0,16,30
	0,17,30
net1117	The number of pins: 4
	0,61,33
	0,60,32
	0,61,33
	0,60,33
net1118	The number of pins: 4
	0,18,22
	0,18,23
	0,18,25
	0,18,24
net1119	The number of pins: 4
	0,51,32
	0,51,33
	0,50,33
	0,51,34
net1120	The number of pins: 4
	0,50,31
	0,50,31
	0,50,30
	0,50,30
net1121	The number of pins: 4
	0,39,33
	0,41,35
	0,39,34
	0,39,34
net1122	The number of pins: 3
	0,49,41
	0,8,42
	0,8,42
net1123	The number of pins: 3
	0,49,36
	0,20,44
	0,14,46
net1124	The number of pins: 3
	0,47,43
	0,9,43
	0,16,41
net1125	The number of pins: 3
	0,47,43
	0,18,44
	0,12,46
net1126	The number of pins: 3
	0,48,39
	0,48,49
	0,29,49
net1127	The number of pins: 3
	0,25,34
	0,26,39
	0,24,42
net1128	The number of pins: 3
	0,33,37
	0,37,38
	0,37,38
net1129	The number of pins: 3
	0,25,35
	0,26,44
	0,25,35
net1130	The number of pins: 3
	0,52,21
	0,52,21
	0,52,28
net1131	The number of pins: 3
	0,25,33
	0,25,33
	0,26,33
net1132	The number of pins: 3
	0,51,25
	0,61,26
	0,53,26
net1133	The number of pins: 3
	0,22,34
	0,20,34
	0,22,36
net1134	The number of pins: 3
	0,23,32
	0,23,34
	0,24,36
net1135	The number of pins: 3
	0,14,37
	0,14,37
	0,9,41
net1136	The number of pins: 3
	0,18,31
	0,19,32
	0,22,31
net1137	The number of pins: 3
	0,23,21
	0,23,23
	0,22,24
net1138	The number of pins: 3
	0,22,34
	0,21,35
	0,21,39
net1139	The number of pins: 3
	0,24,33
	0,24,33
	0,24,35
net1140	The number of pins: 3
	0,47,25
	0,48,23
	0,48,24
net1141	The number of pins: 3
	0,54,36
	0,54,36
	0,55,36
net1142	The number of pins: 3
	0,54,26
	0,52,27
	0,53,26
net1143	The number of pins: 3
	0,52,33
	0,51,32
	0,51,33
net1144	The number of pins: 3
	0,23,31
	0,24,31
	0,23,31
net1145	The number of pins: 3
	0,58,27
	0,58,26
	0,58,28
net1146	The number of pins: 3
	0,39,27
	0,43,27
	0,44,30
net1147	The number of pins: 3
	0,23,32
	0,23,33
	0,24,33
net1148	The number of pins: 3
	0,51,36
	0,50,35
	0,50,35
net1149	The number of pins: 3
	0,49,42
	0,49,41
	0,45,42
net1150	The number of pins: 3
	0,50,39
	0,50,39
	0,50,39
net1151	The number of pins: 3
	0,22,32
	0,23,31
	0,23,32
net1152	The number of pins: 3
	0,54,21
	0,53,21
	0,53,21
net1153	The number of pins: 3
	0,54,20
	0,53,21
	0,52,21
net1154	The number of pins: 3
	0,57,26
	0,56,27
	0,57,27
net1155	The number of pins: 3
	0,24,39
	0,24,39
	0,24,38
net1156	The number of pins: 3
	0,51,35
	0,50,36
	0,49,36
net1157	The number of pins: 3
	0,24,33
	0,23,33
	0,23,33
net1158	The number of pins: 3
	0,38,26
	0,38,24
	0,39,25
net1159	The number of pins: 3
	0,57,24
	0,56,24
	0,56,26
net1160	The number of pins: 3
	0,22,25
	0,23,24
	0,23,26
net1161	The number of pins: 3
	0,51,24
	0,51,23
	0,52,23
net1162	The number of pins: 3
	0,51,35
	0,51,35
	0,51,36
net1163	The number of pins: 3
	0,60,29
	0,60,31
	0,60,30
net1164	The number of pins: 3
	0,22,32
	0,20,32
	0,22,32
net1165	The number of pins: 3
	0,23,33
	0,23,33
	0,22,38
net1166	The number of pins: 3
	0,21,25
	0,20,26
	0,21,25
net1167	The number of pins: 3
	0,19,17
	0,18,25
	0,18,26
net1168	The number of pins: 3
	0,26,45
	0,23,49
	0,25,47
net1169	The number of pins: 3
	0,48,28
	0,49,30
	0,47,31
net1170	The number of pins: 3
	0,60,29
	0,52,28
	0,53,29
net1171	The number of pins: 3
	0,51,34
	0,51,35
	0,53,34
net1172	The number of pins: 3
	0,25,32
	0,26,32
	0,25,35
net1173	The number of pins: 3
	0,22,21
	0,21,21
	0,22,21
net1174	The number of pins: 3
	0,50,38
	0,48,36
	0,50,37
net1175	The number of pins: 3
	0,54,26
	0,56,24
	0,56,26
net1176	The number of pins: 3
	0,23,29
	0,23,30
	0,23,29
net1177	The number of pins: 3
	0,50,36
	0,50,38
	0,51,37
net1178	The number of pins: 3
	0,49,35
	0,49,35
	0,50,40
net1179	The number of pins: 3
	0,21,32
	0,22,32
	0,23,32
net1180	The number of pins: 3
	0,22,32
	0,22,32
	0,22,32
net1181	The number of pins: 3
	0,59,26
	0,59,27
	0,59,26
net1182	The number of pins: 3
	0,50,39
	0,50,38
	0,50,37
net1183	The number of pins: 3
	0,16,28
	0,17,29
	0,17,29
net1184	The number of pins: 3
	0,24,30
	0,22,30
	0,24,30
net1185	The number of pins: 3
	0,59,28
	0,58,28
	0,59,29
net1186	The number of pins: 3
	0,19,25
	0,19,25
	0,19,26
net1187	The number of pins: 3
	0,24,26
	0,23,30
	0,24,29
net1188	The number of pins: 3
	0,25,34
	0,25,33
	0,25,34
net1189	The number of pins: 3
	0,14,30
	0,8,41
	0,13,33
net1190	The number of pins: 3
	0,20,28
	0,20,30
	0,21,29
net1191	The number of pins: 3
	0,20,30
	0,20,31
	0,21,32
net1192	The number of pins: 3
	0,54,25
	0,54,27
	0,53,27
net1193	The number of pins: 3
	0,53,34
	0,53,33
	0,53,34
net1194	The number of pins: 3
	0,20,31
	0,20,33
	0,19,30
net1195	The number of pins: 3
	0,20,32
	0,21,32
	0,20,32
net1196	The number of pins: 3
	0,47,3
	0,47,3
	0,47,3
net1197	The number of pins: 3
	0,20,24
	0,20,26
	0,20,25
net1198	The number of pins: 3
	0,51,33
	0,50,35
	0,50,35
net1199	The number of pins: 3
	0,13,0
	0,12,1
	0,12,0
net1200	The number of pins: 3
	0,24,32
	0,24,33
	0,24,33
net1201	The number of pins: 3
	0,24,33
	0,25,34
	0,25,33
net1202	The number of pins: 3
	0,49,21
	0,49,20
	0,47,21
net1203	The number of pins: 2
	0,16,19
	0,17,51
net1204	The number of pins: 2
	0,28,21
	0,12,33
net1205	The number of pins: 2
	0,27,14
	0,18,32
net1206	The number of pins: 2
	0,47,38
	0,20,38
net1207	The number of pins: 2
	0,25,29
	0,23,45
net1208	The number of pins: 2
	0,27,12
	0,26,32
net1209	The number of pins: 2
	0,38,20
	0,38,37
net1210	The number of pins: 2
	0,27,38
	0,41,42
net1211	The number of pins: 2
	0,24,28
	0,23,46
net1212	The number of pins: 2
	0,51,35
	0,30,36
net1213	The number of pins: 2
	0,29,31
	0,29,44
net1214	The number of pins: 2
	0,22,36
	0,18,40
net1215	The number of pins: 2
	0,27,36
	0,25,43
net1216	The number of pins: 2
	0,29,20
	0,32,38
net1217	The number of pins: 2
	0,29,30
	0,37,37
net1218	The number of pins: 2
	0,27,17
	0,32,35
net1219	The number of pins: 2
	0,14,22
	0,11,32
net1220	The number of pins: 2
	0,18,31
	0,27,38
net1221	The number of pins: 2
	0,14,55
	0,24,54
net1222	The number of pins: 2
	0,25,29
	0,32,42
net1223	The number of pins: 2
	0,27,26
	0,28,39
net1224	The number of pins: 2
	0,36,40
	0,20,40
net1225	The number of pins: 2
	0,38,37
	0,26,39
net1226	The number of pins: 2
	0,28,24
	0,27,36
net1227	The number of pins: 2
	0,21,35
	0,20,49
net1228	The number of pins: 2
	0,32,38
	0,25,42
net1229	The number of pins: 2
	0,24,49
	0,27,51
net1230	The number of pins: 2
	0,20,51
	0,21,53
net1231	The number of pins: 2
	0,14,45
	0,23,45
net1232	The number of pins: 2
	0,17,34
	0,25,37
net1233	The number of pins: 2
	0,21,36
	0,22,49
net1234	The number of pins: 2
	0,27,36
	0,27,47
net1235	The number of pins: 2
	0,18,32
	0,26,32
net1236	The number of pins: 2
	0,32,21
	0,27,26
net1237	The number of pins: 2
	0,26,34
	0,35,42
net1238	The number of pins: 2
	0,18,29
	0,14,30
net1239	The number of pins: 2
	0,27,39
	0,22,43
net1240	The number of pins: 2
	0,25,12
	0,25,29
net1241	The number of pins: 2
	0,34,45
	0,40,47
net1242	The number of pins: 2
	0,38,37
	0,38,49
net1243	The number of pins: 2
	0,35,17
	0,27,18
net1244	The number of pins: 2
	0,25,36
	0,25,41
net1245	The number of pins: 2
	0,32,38
	0,22,37
net1246	The number of pins: 2
	0,34,38
	0,34,45
net1247	The number of pins: 2
	0,24,34
	0,29,39
net1248	The number of pins: 2
	0,22,49
	0,24,54
net1249	The number of pins: 2
	0,23,47
	0,33,49
net1250	The number of pins: 2
	0,35,31
	0,36,40
net1251	The number of pins: 2
	0,18,51
	0,27,52
net1252	The number of pins: 2
	0,18,50
	0,26,46
net1253	The number of pins: 2
	0,33,18
	0,31,24
net1254	The number of pins: 2
	0,29,46
	0,19,48
net1255	The number of pins: 2
	0,37,41
	0,37,46
net1256	The number of pins: 2
	0,26,17
	0,19,17
net1257	The number of pins: 2
	0,32,42
	0,37,45
net1258	The number of pins: 2
	0,31,30
	0,27,36
net1259	The number of pins: 2
	0,20,19
	0,19,22
net1260	The number of pins: 2
	0,26,14
	0,27,26
net1261	The number of pins: 2
	0,25,13
	0,28,17
net1262	The number of pins: 2
	0,22,36
	0,21,39
net1263	The number of pins: 2
	0,37,41
	0,37,46
net1264	The number of pins: 2
	0,36,36
	0,26,36
net1265	The number of pins: 2
	0,41,43
	0,34,45
net1266	The number of pins: 2
	0,24,34
	0,24,38
net1267	The number of pins: 2
	0,59,21
	0,59,34
net1268	The number of pins: 2
	0,34,37
	0,34,44
net1269	The number of pins: 2
	0,38,36
	0,38,38
net1270	The number of pins: 2
	0,31,30
	0,32,37
net1271	The number of pins: 2
	0,23,37
	0,25,37
net1272	The number of pins: 2
	0,18,53
	0,27,52
net1273	The number of pins: 2
	0,19,30
	0,20,48
net1274	The number of pins: 2
	0,23,46
	0,23,49
net1275	The number of pins: 2
	0,12,24
	0,11,37
net1276	The number of pins: 2
	0,26,29
	0,25,37
net1277	The number of pins: 2
	0,25,31
	0,22,36
net1278	The number of pins: 2
	0,26,19
	0,27,29
net1279	The number of pins: 2
	0,25,35
	0,25,40
net1280	The number of pins: 2
	0,13,49
	0,18,53
net1281	The number of pins: 2
	0,38,37
	0,40,47
net1282	The number of pins: 2
	0,47,42
	0,47,42
net1283	The number of pins: 2
	0,34,37
	0,34,45
net1284	The number of pins: 2
	0,50,40
	0,51,42
net1285	The number of pins: 2
	0,25,23
	0,25,30
net1286	The number of pins: 2
	0,24,40
	0,22,42
net1287	The number of pins: 2
	0,23,44
	0,20,44
net1288	The number of pins: 2
	0,14,50
	0,18,50
net1289	The number of pins: 2
	0,31,33
	0,26,33
net1290	The number of pins: 2
	0,19,14
	0,19,23
net1291	The number of pins: 2
	0,27,38
	0,23,39
net1292	The number of pins: 2
	0,23,46
	0,15,45
net1293	The number of pins: 2
	0,30,40
	0,29,45
net1294	The number of pins: 2
	0,23,22
	0,23,30
net1295	The number of pins: 2
	0,25,17
	0,24,22
net1296	The number of pins: 2
	0,30,43
	0,29,44
net1297	The number of pins: 2
	0,25,39
	0,24,45
net1298	The number of pins: 2
	0,31,24
	0,26,29
net1299	The number of pins: 2
	0,37,37
	0,32,38
net1300	The number of pins: 2
	0,26,32
	0,25,31
net1301	The number of pins: 2
	0,22,25
	0,22,25
net1302	The number of pins: 2
	0,25,39
	0,26,39
net1303	The number of pins: 2
	0,29,41
	0,33,43
net1304	The number of pins: 2
	0,34,51
	0,24,51
net1305	The number of pins: 2
	0,25,37
	0,25,40
net1306	The number of pins: 2
	0,49,27
	0,48,27
net1307	The number of pins: 2
	0,14,50
	0,18,52
net1308	The number of pins: 2
	0,35,42
	0,33,42
net1309	The number of pins: 2
	0,27,13
	0,27,17
net1310	The number of pins: 2
	0,15,45
	0,15,46
net1311	The number of pins: 2
	0,11,44
	0,14,50
net1312	The number of pins: 2
	0,14,47
	0,15,50
net1313	The number of pins: 2
	0,24,13
	0,25,15
net1314	The number of pins: 2
	0,23,37
	0,23,38
net1315	The number of pins: 2
	0,22,15
	0,22,23
net1316	The number of pins: 2
	0,26,17
	0,28,26
net1317	The number of pins: 2
	0,20,36
	0,20,48
net1318	The number of pins: 2
	0,27,36
	0,25,39
net1319	The number of pins: 2
	0,28,26
	0,29,26
net1320	The number of pins: 2
	0,14,48
	0,12,49
net1321	The number of pins: 2
	0,9,41
	0,9,44
net1322	The number of pins: 2
	0,23,49
	0,22,49
net1323	The number of pins: 2
	0,21,36
	0,20,37
net1324	The number of pins: 2
	0,25,37
	0,25,37
net1325	The number of pins: 2
	0,12,24
	0,12,24
net1326	The number of pins: 2
	0,20,48
	0,20,49
net1327	The number of pins: 2
	0,12,24
	0,11,31
net1328	The number of pins: 2
	0,30,44
	0,35,45
net1329	The number of pins: 2
	0,38,31
	0,43,36
net1330	The number of pins: 2
	0,9,47
	0,9,49
net1331	The number of pins: 2
	0,15,27
	0,14,30
net1332	The number of pins: 2
	0,28,13
	0,28,21
net1333	The number of pins: 2
	0,53,17
	0,53,16
net1334	The number of pins: 2
	0,38,32
	0,38,32
net1335	The number of pins: 2
	0,13,54
	0,14,55
net1336	The number of pins: 2
	0,33,34
	0,32,34
net1337	The number of pins: 2
	0,56,43
	0,56,44
net1338	The number of pins: 2
	0,26,14
	0,29,13
net1339	The number of pins: 2
	0,54,20
	0,52,25
net1340	The number of pins: 2
	0,34,44
	0,33,45
net1341	The number of pins: 2
	0,21,29
	0,21,29
net1342	The number of pins: 2
